"","X","respondent_id","collector_id","start_date","end_date","prolific_id","allocated_wild_300","allocated_uk_300","allocated_develop_300","treatment","letter","sympath_1","sympath_2","donation","donation_explain","allocation_100","behavioural_1","behavioural_2","behavioural_3","behavioural_4","behavioural_5","sufficiency_1","sufficiency_2","sufficiency_3","social_norm_1","social_norm_2","social_norm_donation","efficacy","ego_1","ego_2","finance_secure_1","finance_secure_2","finance_secure_3","finance_secure_4","experience_1","experience_2","experience_3","climate_change_1","climate_change_2","climate_change_3","flood_1","flood_2","flood_3","connect_1","connect_2","connect_3","connect_4","connect_5","connect_6","gender","age","ethnicity","other_ethn","education","postcode","MD_index","nudge","message_framing"
"500",510,11527250946,257594245,"04/22/2020 02:07:43 PM","04/22/2020 02:13:18 PM","5e1af5d14af67a32fe8c09d4",0,0.5,0.5,"es-local","C",16,15,0,"It’s not something I feel that strongly about",0,10,5,10,11,5,13,"None ","I like the amount of text, it’s just enough. The images add to the campaign, they go really well ",14,13,0,7,10,10,16,2,7,10,11,15,12,11,13,12,0,0,0,2,5,4,4,2,5,"Female",29.5,"Asian or Asian British","0","Undergraduate degree","TN37 7JG",8,"absent","es-local"
"501",511,11527250853,257594245,"04/22/2020 02:06:53 PM","04/22/2020 02:20:55 PM","5ace153635eccf0001a1162c",0.666666666666667,0.166666666666667,0.166666666666667,"biodiversity_nudge","B",20,20,5,"Many natural habitat are disappearing: I would like to support who tried to restore then",1,20,20,20,17,0,17,"None in this case, but, if the advert was from a charity I've never heard before, I would at least check the charity before donating money.","Name of the charity, some more details about where the national park is created",14,14,10,15,0,2,10,17,0,20,2,12,13,0,2,0,0,0,0,6,7,7,7,7,6,"Female",49.5,"White or Caucasian","0","Higher degree","G52 4HF",3,"present","biodiversity"
"502",512,11527250800,257594245,"04/22/2020 02:07:27 PM","04/22/2020 02:17:21 PM","5c67e30581ea8900018ae0d0",0,1,0,"biodiversity_nudge","B",20,20,20,"Direct appeal to a cause I believe in. I'd want to know first that the money is not being wasted before donating though.",0.2,20,13,11,20,0,4,"Biodiversity is important. Forests are important.","I would not want to donate if administrative costs consume most of my donation",13,5,20,9,7,16,12,13,1,7,12,12,10,6,7,13,0,0,0,4,6,3,6,2,6,"Male",59.5,"White or Caucasian","0","Undergraduate degree","OX1 4SS",8,"present","biodiversity"
"503",513,11527250752,257594245,"04/22/2020 02:07:33 PM","04/22/2020 02:13:06 PM","58a1e0d2e6afe00001d34eb5",0.166666666666667,0.666666666666667,0.166666666666667,"biodiversity_nudge","B",6,13,0,"I dont have masses of spare money to donate",0.1,15,0,0,10,0,10,"none","what companies previously profited ",14,6,5,6,14,20,0,5,3,7,0,16,6,8,11,14,0,0,0,1,3,1,1,1,1,"Male",49.5,"White or Caucasian","0","Undergraduate degree","PA151PL",1,"present","biodiversity"
"504",514,11527250529,257594245,"04/22/2020 02:07:35 PM","04/22/2020 02:11:31 PM","57761fe4760c1f0001ca7bb8",0.5,0.333333333333333,0.166666666666667,"biodiversity","A",20,20,25,"I care about the cause.",1,15,6,15,20,15,20,"None","None",15,15,2,15,0,0,15,20,13,20,0,20,15,0,0,0,0,0,0,3,6,5,5,5,5,"Female",39.5,"White or Caucasian","0","Undergraduate degree","GU52 7SZ",10,"absent","biodiversity"
"505",515,11527250520,257594245,"04/22/2020 02:07:29 PM","04/22/2020 02:16:21 PM","59e784477f3d71000171de87",0,1,0,"biodiversity","A",17,17,0,"i prefere ton give to charities in england such as macmiillan",0,10,10,0,19,0,20,"none","none",20,17,5,10,10,20,18,20,10,20,0,17,20,0,3,0,0,0,0,1,6,6,4,6,5,"Male",69.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","MK2 2UR",3,"absent","biodiversity"
"506",516,11527250500,257594245,"04/22/2020 02:07:23 PM","04/22/2020 02:19:24 PM","5e52b76bdf966b2cfcb09500",0.333333333333333,0.5,0.166666666666667,"biodiversity_nudge","B",13,18,50,"Because its a worthy cause ",0.4,20,12,11,15,11,8,"none","Some statistics wouldve helped make an informed decision",13,11,10,7,6,10,4,11,5,11,15,14,11,0,1,0,2,2,0,6,5,2,6,2,5,"Male",21,"White or Caucasian","0","Undergraduate degree","L31 3DG",5,"present","biodiversity"
"507",517,11527250494,257594245,"04/22/2020 02:07:38 PM","04/22/2020 02:13:42 PM","5aec383502d69a0001f1ff30",0.333333333333333,0.5,0.166666666666667,"es-local_nudge","D",15,20,10,"It's a good cause but there are plenty of other good environmental causes so best to give more small amounts",0.5,20,12,16,12,9,14,"none","none",20,20,10,20,0,0,3,13,8,17,4,16,20,0,0,0,0,0,0,1,5,6,7,5,5,"Female",69.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","WD19 4LG",9,"present","es-local"
"508",518,11527250233,257594245,"04/22/2020 02:06:57 PM","04/22/2020 02:21:09 PM","5e7b3f252bbf0812dccd5502",0.166666666666667,0.666666666666667,0.166666666666667,"biodiversity","A",20,20,10,"I am a strong believer in maintaining our global environment and protecting the habitats of all animals, not just endangered species. Re-claiming land previously used by humans and giving that land back to the local fauna is a wonderful thing.",1,20,15,12,15,6,12,"none","The size of the area, the name of the organisation, which national park, why the area is no longer used for logging.",16,12,3,11,8,12,18,18,7,20,13,18,3,0,0,0,2,0,0,2,5,6,7,6,5,"Male",29.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","OL150DR",7,"absent","biodiversity"
"509",519,11527250193,257594245,"04/22/2020 02:07:24 PM","04/22/2020 02:17:51 PM","5b015b8fb98c410001ad71ec",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity","A",16,17,150,"BECUSE IT IS IMPORTANT TO PROTECT THE ENVIROMENT",1,18,17,18,4,18,17,"YES BECAUSE THERE IS LOT OF INFORMATION AVAILABLE REGARDING THIS ISSUE","NONE",16,18,60,18,3,2,18,7,16,3,15,14,16,3,4,4,4,4,4,5,7,5,5,7,7,"Male",29.5,"Asian or Asian British","0","Undergraduate degree","B68 8JH",2,"absent","biodiversity"
"510",520,11527250091,257594245,"04/22/2020 02:06:15 PM","04/22/2020 02:12:38 PM","5e13bbae4acfb9a08f0b94c8",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",10,15,5,"Seems like a good cause",0.2,5,0,0,13,0,0,"none","Some kind of validation or certification",10,7,5,10,7,13,7,7,0,5,20,16,6,0,0,0,0,0,0,3,6,3,6,3,3,"Male",49.5,"White or Caucasian","0","Undergraduate degree","HG2 8BP",10,"present","es-global"
"511",521,11527249922,257594245,"04/22/2020 02:07:28 PM","04/22/2020 02:15:21 PM","5a0e9f5c9b760100013a7944",1,0,0,"biodiversity","A",20,20,25,"We should all try to help preserve rain forest and other species",1,20,20,20,20,17,20,"I deplore and detest rain forest destruction and the hunting and poaching of wild animals.  Always have, always will.","Numbers of remaining elephants and monkeys?",19,19,3,20,0,10,18,17,5,20,20,20,20,0,0,0,0,0,0,7,7,7,7,7,7,"Male",69.5,"White or Caucasian","0","Undergraduate degree","LN65SP",9,"absent","biodiversity"
"512",522,11527249852,257594245,"04/22/2020 02:07:17 PM","04/22/2020 02:15:17 PM","5caf3e5b8648a80001190091",1,0,0,"es-global_nudge","F",14,15,10,"It's a good cause but I don't have spare money",0.3,19,0,3,18,10,8,"None","None",18,10,10,8,19,6,20,17,13,18,20,20,20,0,7,4,0,1,0,6,6,5,7,5,5,"Female",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","TS6 9DB ",5,"present","es-global"
"513",523,11527249657,257594245,"04/22/2020 02:07:21 PM","04/22/2020 02:16:47 PM","5e93512a04450c1948c5477d",0.5,0.333333333333333,0.166666666666667,"es-global_nudge","F",15,13,20,"The money is going to a good cause, however the advert doesn't tell me what my money is going towards specifically so I only gave a small amount.",0.5,9,7,5,13,7,4,"Yes, the carbon mentioned in the advert is contained within the trees when they're alive but as soon as they are cut down due to logging this is lost. The advert only mentions that they plant to restore the rainforest and doesn't mention how they plan to do it.","I would like to have known specifically what my money would be going towards to help ""restore"" the rainforest. Legal action against the logging companies, replanting trees etc.",12,12,25,8,7,12,5,9,6,11,5,13,13,5,5,5,0,0,0,6,6,4,5,6,4,"Male",21,"White or Caucasian","0","A-level or equivalent including vocational equivalents","RG25 3NH",10,"present","es-global"
"514",524,11527249651,257594245,"04/22/2020 02:06:52 PM","04/22/2020 02:17:52 PM","5cc8a040cd6a7c00173b7012",0.666666666666667,0.333333333333333,0,"es-local_nudge","D",17,19,10,"To help",0.1,18,16,17,10,10,18,"none","none",16,14,5,19,3,10,19,18,18,20,0,17,15,0,0,0,1,0,0,2,7,5,7,7,7,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","CF381DF",3,"present","es-local"
"515",525,11527249577,257594245,"04/22/2020 02:07:09 PM","04/22/2020 02:15:18 PM","5e5d097e5b40c3000afbc10b",0.666666666666667,0.166666666666667,0.166666666666667,"biodiversity_nudge","B",19,19,25,"We need to support the environment more as that will help us to survive. ",1,20,20,20,19,20,13,"Yes, the knowledge I have from my degree, and from my 9wn research. ","What happens when trees are lost at an unsustainable rate. ",10,10,5,20,11,6,5,5,3,6,3,15,12,3,6,5,1,1,1,7,7,7,7,7,5,"Female",39.5,"White or Caucasian","0","Higher degree","SR6 0JH",5,"present","biodiversity"
"516",526,11527249188,257594245,"04/22/2020 02:06:53 PM","04/22/2020 02:12:31 PM","5ccab088f2532b0001b88aca",0.666666666666667,0.166666666666667,0.166666666666667,"es-global_nudge","F",18,20,5,"i think it is very worthwhile",1,20,10,8,17,11,15,"i am aware of the value of rain forests and the impact on the world environment","none",17,13,2,13,7,9,11,14,4,13,2,16,19,0,0,0,0,0,0,6,5,5,7,7,7,"Female",39.5,"White or Caucasian","0","Undergraduate degree","PL20 6FL",6,"present","es-global"
"517",527,11527249119,257594245,"04/22/2020 02:06:03 PM","04/22/2020 02:16:30 PM","594591f4bee3110001b1a4f1",0.25,0.666666666666667,0.0833333333333333,"biodiversity_nudge","B",12,19,10,"Its important to retain the rainforest for the health of the planet; in general, it has to be better to retain diversity in the animal kingdom ",0.2,18,3,3,19,0,11,"I have read general information about the loss of rainforest habitat over the lase decade or so.","I think knowing about the actual size, maybe in % terms, might help me more involved",17,11,5,14,10,18,13,20,2,20,0,16,14,1,3,1,0,0,0,1,2,4,5,5,4,"Male",59.5,"White or Caucasian","0","Undergraduate degree","RM11 3JL",9,"present","biodiversity"
"519",529,11527248421,257594245,"04/22/2020 02:06:10 PM","04/22/2020 02:15:23 PM","5cb4b413a17c7300154f8b60",0.833333333333333,0.166666666666667,0,"es-local_nudge","D",18,17,10,"Main,reason,was,protecting,animal,species.",0.75,17,10,14,19,1,17,"none","none",10,10,30,10,3,7,0,2,0,2,16,18,12,4,2,3,0,0,0,3,1,6,5,4,2,"Male",59.5,"White or Caucasian","0","Higher degree","BH51AF",6,"present","es-local"
"520",530,11527248317,257594245,"04/22/2020 02:06:45 PM","04/22/2020 02:16:41 PM","5d9de57969768000156979a1",0.333333333333333,0.333333333333333,0.333333333333333,"es-local","C",14,16,10,"It is a worthy thing to do, as it would help many species, humans included. ",0.2,15,10,4,7,8,15,"None","chart of how funds are spent. ",13,13,10,7,10,4,6,18,8,12,13,15,12,2,7,5,0,0,0,2,6,4,5,6,4,"Female",39.5,"White or Caucasian","0","Higher degree","NW3 3LZ",7,"absent","es-local"
"521",531,11527248252,257594245,"04/22/2020 02:06:57 PM","04/22/2020 02:13:40 PM","5d02750605f6bc001d74a602",0.166666666666667,0.416666666666667,0.416666666666667,"biodiversity","A",16,17,5,"The less animals extinct the better",0.4,16,11,10,12,2,14,"none","none",16,15,1,10,8,13,10,10,6,10,20,20,10,13,13,7,0,0,0,4,2,2,5,4,4,"Female",49.5,"White or Caucasian","0","Higher degree","M333SF",10,"absent","biodiversity"
"522",532,11527248226,257594245,"04/22/2020 02:06:28 PM","04/22/2020 02:15:29 PM","5bdcc0a6712eb800010cf876",0.166666666666667,0.666666666666667,0.166666666666667,"es-global_nudge","F",15,15,100,"I will donate, that's what I can afford ",0.15,17,12,16,18,14,10,"None","None",16,14,50,12,5,14,10,10,5,10,14,20,10,0,0,0,4,4,1,6,5,7,7,5,5,"Female",39.5,"White or Caucasian","0","Higher degree","W3 9LS",3,"present","es-global"
"523",533,11527248151,257594245,"04/22/2020 02:06:57 PM","04/22/2020 02:15:29 PM","5d52dbbdbc55ef001670c733",0.25,0.5,0.25,"es-global_nudge","F",18,19,0,"I don't have a large disposable income and have already donated to other causes this month.",0.1,15,3,0,15,0,4,"I used my knowledge from geography of the detrimental effects of deforestation at a local and global level.","How they would achieve reforestation given the ground likely has become infertile.",18,7,2,6,4,8,10,10,10,10,0,18,18,0,0,0,0,0,0,1,5,3,5,2,4,"Male",21,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","HP19 0GH",10,"present","es-global"
"524",534,11527247896,257594245,"04/22/2020 02:06:48 PM","04/22/2020 02:18:48 PM","5dcb209c76eab27feba96973",0,0,1,"es-local","C",10,15,0,"A donation to support reforestation is only useful if the money is used for reforestation. I’m highly doubtful that any money would actually get to the place it’s need. Most would be syphoned off by corrupt government officials ",0,17,15,5,20,5,5,"There is enough information for me to decide that most money raised for such charities new gets used for the intended reason ","I would have to know just how much of the donation would be spent on the project and how much was spent employing officials and staff on the ground ",10,6,25,0,12,15,5,6,3,4,4,14,18,0,14,0,0,0,0,3,5,4,5,4,5,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","BS375YT ",5,"absent","es-local"
"525",535,11527247814,257594245,"04/22/2020 02:06:11 PM","04/22/2020 02:16:50 PM","5e2bb1c547a1871fb0d7afba",0.666666666666667,0.333333333333333,0,"es-local_nudge","D",14,20,0,"I generally don't believe in donating to charities due to concerns over where the money goes. I would rather pay say £1 each month extra tax along with every other tax payer in the country and contribute via an official process in that way.",0.2,7,0,6,11,4,11,"none","none",20,11,10,5,14,14,13,6,5,5,12,17,15,7,7,6,0,0,0,6,3,5,5,6,6,"Female",49.5,"White or Caucasian","0","Undergraduate degree","AL1 1TW",7,"present","es-local"
"526",536,11527247788,257594245,"04/22/2020 02:05:49 PM","04/22/2020 02:16:03 PM","5e96ea8f2da1e617b425c898",0.5,0.5,0,"es-global","E",10,9,5,"Just to help a little goes a long way",0.05,14,5,0,4,0,16,"None","The name of the charity or charity acting on its behalf ",10,10,5,13,10,4,5,6,11,11,0,20,3,14,15,13,0,0,0,2,3,3,4,2,2,"Male",29.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","PE150UX",4,"absent","es-global"
"527",537,11527247784,257594245,"04/22/2020 02:06:34 PM","04/22/2020 02:13:50 PM","5be0662dea836b0001e9870f",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",15,17,15,"I think the work they're attempting is extremely valuable and worth supporting. I do like to give to charity when I can but money is so tight it's not as often as I'd like",1,12,7,16,20,16,13,"I know like generally rainforest logging is a bad thing, bad for the environment and the animals etc, no specific facts though.","I might be inclined to donate more if they gave specifics of how exactly their goals would be achieved, how much 'bang for your buck' you'd get. I don't know that that information would make me more or less likely to donate, I think it's a good cause, but it would probably affect the amount I donated.",13,15,20,14,6,8,0,1,3,3,3,20,10,4,4,2,0,0,0,6,6,4,5,4,4,"Female",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","PE16 6BT",5,"absent","es-global"
"528",538,11527247679,257594245,"04/22/2020 02:06:47 PM","04/22/2020 02:19:23 PM","5e7e709bb86374547813be7c",0.333333333333333,0.666666666666667,0,"es-global_nudge","F",15,20,5,"The environment is a global issue that people from all countries should care about. Even though the rainforests aren't in the UK, we are still affected by them indirectly.",0.5,17,5,3,5,2,2,"Yes. I used previous knowledge of the extent of global warming and how damaged the environment is. Therefore we need to be looking at all possible ways to make a difference to the environment.","How they are planning to restore the forest. How much of a donation goes directly to supporting the cause. Who 'we' are in the advert, what group of people, are they reputable?",15,15,5,12,8,15,16,18,15,16,14,18,6,6,8,0,0,0,0,3,3,1,2,3,6,"Male",21,"White or Caucasian","0","Undergraduate degree","LS61RH",2,"present","es-global"
"529",539,11527247199,257594245,"04/22/2020 02:03:11 PM","04/22/2020 02:15:02 PM","5d6ad36076cca6001a66d89e",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",14,17,100,"it sounds a great cause",1,14,18,15,18,14,16,"none","none",15,16,25,15,3,9,17,14,14,15,5,16,12,3,6,4,2,0,0,5,5,7,7,6,5,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","TF4 3EW",4,"present","es-global"
"530",540,11527246924,257594245,"04/22/2020 02:06:28 PM","04/22/2020 02:14:17 PM","5c5e05bd7b0a16000116f0df",0.333333333333333,0.666666666666667,0,"biodiversity_nudge","B",20,20,10,"Because every little bit will help",0.5,10,10,10,20,10,5,"None","What exactly is being done, how long will it take, what support is needed and being received globally ",10,10,10,6,0,20,20,17,13,17,15,18,15,4,9,7,0,0,0,3,3,5,7,6,6,"Female",39.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","IP24 2QX ",5,"present","biodiversity"
"531",541,11527246896,257594245,"04/22/2020 02:06:14 PM","04/22/2020 02:12:55 PM","5d6950e2541fce00185bac27",0.5,0.5,0,"es-local","C",15,16,20,"Important to preserve endangered species",0.5,14,10,10,14,7,13,"None","None",16,14,10,10,3,4,7,12,3,16,2,13,14,4,7,4,0,0,0,1,6,5,7,5,5,"Female",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","DT3 4DQ",7,"absent","es-local"
"532",542,11527246812,257594245,"04/22/2020 02:05:46 PM","04/22/2020 02:16:15 PM","5e122c6d6887bc8b881c4426",1,0,0,"es-global_nudge","F",11,19,0,"I feel that all charity projects like these should be part of the Foreign Aid budget",0,9,1,0,5,0,11,"none","It does not tell you who/what is behind the charity “We”",15,5,10,1,15,20,15,15,9,20,1,15,8,15,15,16,0,0,0,3,3,6,7,6,5,"Male",69.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","IV32 7LP",7,"present","es-global"
"533",543,11527246435,257594245,"04/22/2020 02:06:24 PM","04/22/2020 03:02:57 PM","5e865073d8b1b10c885fe98c",0.666666666666667,0.25,0.0833333333333333,"biodiversity_nudge","B",15,18,10,"If everyone gave a little, then it would soon add up.",0.1,13,0,14,20,0,12,"none","How much/what percentage of that what has been lost, is actually being restored?",12,8,10,9,9,8,12,13,12,7,11,12,17,5,11,4,0,0,0,6,5,2,5,5,7,"Male",49.5,"White or Caucasian","0","Higher degree","IP10 0JU",8,"present","biodiversity"
"534",544,11527246428,257594245,"04/22/2020 02:06:22 PM","04/22/2020 02:11:37 PM","5a3d20b858be2b0001983293",0.333333333333333,0.333333333333333,0.333333333333333,"es-local","C",19,20,50,"felt it was right",0,19,16,18,6,14,16,"none","none",17,16,20,16,5,7,2,5,12,7,19,16,15,14,15,6,0,0,0,7,7,7,7,7,7,"Female",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","BS5 8AW",7,"absent","es-local"
"535",545,11527246360,257594245,"04/22/2020 02:06:04 PM","04/22/2020 02:18:55 PM","5d02953ef1c4e40001af2921",0.0833333333333333,0.666666666666667,0.25,"es-global","E",14,14,20,"because it is for a good cause and it would help to protect animals that are suffering or could end up being extinct",0.5,17,18,20,14,13,16,"none","none",14,14,5,10,7,10,5,7,1,4,1,14,11,2,5,4,0,0,0,6,2,3,4,3,2,"Male",39.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","PO20 0EW",4,"absent","es-global"
"536",546,11527246237,257594245,"04/22/2020 02:06:01 PM","04/22/2020 02:12:31 PM","5e2eea5054650c4a97236768",0.166666666666667,0.666666666666667,0.166666666666667,"biodiversity","A",14,18,0,"As someone with a limited budget, I must be restrictive with charitable donations. This advert would not make me change from what I currently donate.",0.2,12,4,2,14,6,4,"none","Specific actions taken",17,13,0,11,7,8,11,14,8,13,0,13,14,4,1,0,0,0,0,6,6,2,2,3,3,"Male",21,"White or Caucasian","0","Undergraduate degree","DA16 2AL",8,"absent","biodiversity"
"537",547,11527246088,257594245,"04/22/2020 02:06:13 PM","04/22/2020 02:12:48 PM","5d826e4c685c6b000184f95d",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity","A",16,20,50,"It is an important campaign and it will hopefully succeed. Every little bit helps. ",1,17,16,11,17,13,17,"My existing knowledge of suffering forests and wildlife areas. ","None",18,18,20,13,5,3,13,13,7,7,15,15,16,4,4,1,0,1,0,5,5,6,6,6,6,"Male",29.5,"White or Caucasian","0","Undergraduate degree","CR5 3BR",8,"absent","biodiversity"
"538",548,11527245996,257594245,"04/22/2020 02:05:49 PM","04/22/2020 02:15:24 PM","5a86fc95b093f80001a7e6b4",0.666666666666667,0.333333333333333,0,"es-local","C",12,15,10,"It seems to be a worthwhile cause.",0.1,15,0,10,20,10,12,"None","What the home country is doing to assist.",14,4,10,10,10,20,20,20,15,20,20,20,15,17,3,2,0,0,0,3,6,3,6,3,4,"Male",69.5,"White or Caucasian","0","Undergraduate degree","TN30 6SB",7,"absent","es-local"
"539",549,11527245993,257594245,"04/22/2020 02:06:03 PM","04/22/2020 02:12:11 PM","5d0bbd231121bf00012b5611",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",20,20,3,"To help the cause",1,17,14,18,16,12,14,"Knowledge about climate change","None",14,14,50,15,5,0,3,3,0,19,0,17,17,2,4,2,0,0,0,7,5,7,7,7,7,"Female",39.5,"White or Caucasian","0","None of the above","RG1 7PH",3,"absent","es-global"
"540",550,11527245981,257594245,"04/22/2020 02:06:23 PM","04/22/2020 02:11:54 PM","57655a2aea19ef00016351cf",1,0,0,"biodiversity","A",12,20,0,"Have no spare money for charitable donations",0.2,4,1,0,16,2,17,"I guess - basic knowledge of importance of ecosystems that support rare African animals","how big the forest, how much needed, how long-term is this",17,4,0,7,10,20,12,9,0,15,16,17,15,0,0,0,0,0,0,2,2,3,6,4,4,"Male",49.5,"White or Caucasian","0","Undergraduate degree","LE3 6SD",4,"absent","biodiversity"
"541",551,11527245852,257594245,"04/22/2020 02:06:12 PM","04/22/2020 02:12:02 PM","5d4aebdd54ad1e001abee843",0.4,0.4,0.2,"biodiversity","A",10,20,0,"Do not have the disposable income to do so.",0.1,20,0,0,10,0,5,"None","None",20,20,5,5,15,10,0,5,0,10,0,15,5,0,0,0,0,0,0,5,6,3,6,2,2,"Male",21,"White or Caucasian","0","A-level or equivalent including vocational equivalents","SN12 8BP",2,"absent","biodiversity"
"543",553,11527245480,257594245,"04/22/2020 02:06:13 PM","04/22/2020 02:17:09 PM","57cdbdf35e52f00001612439",0.333333333333333,0.5,0.166666666666667,"es-global_nudge","F",14,14,20,"I don't usually donate to charities as I struggle making ends meet when I do it's not over £20. I tend to put causes that help people first but I also care for environmental conservation.",0.2,14,10,10,15,3,6,"Just general knowledge on how the environment is generally threatened, including rainforests. We don't hear much of rainforests in Africa, though.","The house image is a bit confusing. I know it's supposed to refer to potential floods and storms, due to climate change caused by deforestation, but you probably need to improve this leaflet's design. My concern over environmental campaigns is sometimes they ignore we all depend on civilization and like our modern comforts, that are from the resources deforestation causes. What logging is happening for what purpose? What industries are responsible and why? What are better alternatives. What is this charity doing exactly to reforest? Will this harm developing human communities? I would need to know a lot more. An advert can't include all this, but maybe an encouragement to follow a link to learn more.",16,12,5,10,8,4,0,2,0,4,8,20,12,10,10,5,0,0,0,2,6,6,6,6,4,"Female",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NG7 3BZ",2,"present","es-global"
"544",554,11527245362,257594245,"04/22/2020 02:05:50 PM","04/22/2020 02:14:48 PM","5cdfe56ee60da000190c9403",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",20,20,25,"Rainforest restoration is an important issue.",0.5,20,14,5,20,10,13,"None.","The percentage of donation that will be kept by the charity, for their own costs.",12,13,5,10,3,2,13,15,10,15,17,20,14,4,4,0,4,0,0,2,5,4,5,4,4,"Female",39.5,"Asian or Asian British","0","Undergraduate degree","B680LW",6,"absent","es-global"
"545",555,11527245249,257594245,"04/22/2020 02:05:51 PM","04/22/2020 02:15:28 PM","5d77b52ae3a8220001553b83",0.333333333333333,0.333333333333333,0.333333333333333,"es-local_nudge","D",10,14,0,"The cause is worthwhile but I did not feel that it is a priority",0,10,0,0,13,0,7,"none","What the impact of the deforestation has been in more detail, especially the human and environmental cost",8,10,5,10,12,11,1,13,1,19,0,15,11,0,0,0,0,0,0,6,2,1,5,4,3,"Male",39.5,"White or Caucasian","0","Undergraduate degree","M41 0YA",5,"present","es-local"
"546",556,11527244938,257594245,"04/22/2020 02:05:57 PM","04/22/2020 02:13:07 PM","5c38a39645529a0001226c91",0,1,0,"es-global","E",1,11,0,"Charity begins at home, the small donation I can afford must assist people in my country",0,12,0,0,10,0,20,"none","none",16,7,20,11,0,15,8,8,3,8,0,15,10,7,7,7,0,0,0,1,2,3,6,2,4,"Female",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","FY8 2DB",6,"absent","es-global"
"547",557,11527244710,257594245,"04/22/2020 02:05:36 PM","04/22/2020 02:13:16 PM","5c99d5a0c8c1ba00016df4ad",0.333333333333333,0.233333333333333,0.433333333333333,"es-local","C",17,20,20,"Because it seems like a great project, it's resoring the environment, helping humans and animals. ",0.5,20,14,13,13,13,14,"I have been to Easten Africa a couple of times, so felt a connection. ","None",14,12,10,20,3,4,15,11,3,18,20,20,20,0,0,0,0,0,0,2,6,5,7,5,7,"Female",39.5,"White or Caucasian","0","Undergraduate degree","SG8 8EE",9,"absent","es-local"
"548",558,11527244647,257594245,"04/22/2020 02:05:09 PM","04/22/2020 02:12:24 PM","5bce03901f3317000110ad31",0.5,0.166666666666667,0.333333333333333,"es-local","C",12,13,5,"It seems like a good cause, but there are also other causes.",0.1,13,7,4,16,8,7,"I have a tendancy towards supporting environmental causes, but mainly would like to focus on our impact from home","None",12,8,5,11,9,13,7,13,3,11,6,13,13,0,5,0,4,0,0,2,5,5,6,4,6,"Male",49.5,"White or Caucasian","0","Higher degree","BD20 6SE",6,"absent","es-local"
"549",559,11527244143,257594245,"04/22/2020 02:05:27 PM","04/22/2020 02:14:08 PM","5ac8a695e1099600016aaae4",0.166666666666667,0.833333333333333,0,"es-global_nudge","F",5,15,5,"it's a long way from restoring rainforest to reducing floods in the uk, but a good cause",0.1,13,5,1,14,2,14,"bit of info from the ad but mostly from my own gerneral knowledge of global climate change","i do like facts and figures, so for me average temps or rainfall increasing catches my eye",12,6,1,11,5,15,16,19,14,20,2,19,10,5,6,8,0,0,0,3,6,4,5,6,4,"Male",59.5,"White or Caucasian","0","Undergraduate degree","CF5 1BU",9,"present","es-global"
"550",560,11527244002,257594245,"04/22/2020 02:05:07 PM","04/22/2020 02:13:25 PM","5e972197940ea01ca27d9573",0,0,1,"es-global","E",18,20,0,"Because I would rather give the money to an international aid charity that deals with poverty/injustice/suffering by assisting individuals directly",0,12,5,1,16,2,7,"none","none",17,13,5,15,0,1,13,15,1,11,19,20,16,0,0,0,0,0,0,3,6,4,6,6,6,"Female",49.5,"White or Caucasian","0","Higher degree","CT3 2HH",5,"absent","es-global"
